name,type,city,district,description,tags0,tags1,tags2,tags3,hours,cost,lat,lng,gmaps,image_url
CITYLINK南港,spot,台北,南港區,車站共構商場與美食,購物,美食,,,依場館或店家為準,依消費或免費,,,https://maps.app.goo.gl/?q=CITYLINK%E5%8D%97%E6%B8%AF,https://www.citylink.tw/wp-content/uploads/CITYLINK01-1024x708.jpg
LALAPORT南港,spot,台北,南港區,大型百貨商場與美食，聚集眾多新興服飾及餐飲品牌,購物,美食,,,依場館或店家為準,依消費或免費,,,https://maps.app.goo.gl/pq5XZQVD14pgGyun7,https://www.savc-vision.com/wp-content/uploads/2025/03/%E5%8D%97%E6%B8%AF-LaLaport.png
南港車站（四鐵共構）,spot,台北,南港區,交通樞紐與城市建築，四鐵共構，車站大樓有CITYLINK商場以及Global Mall環球購物中心,交通,建築,,,依場館或店家為準,依消費或免費,,,https://maps.app.goo.gl/?q=%E5%8D%97%E6%B8%AF%E8%BB%8A%E7%AB%99%EF%BC%88%E5%9B%9B%E9%90%B5%E5%85%B1%E6%A7%8B%EF%BC%89,https://www.peopo.org/files/public/styles/wide/public/images/32369/20220630_171247%280%29-0.jpg.webp?itok=XjVUXz3B
貓空纜車,spot,台北,文山區,山城纜車體驗與景觀,纜車,觀景,旅遊,,依場館或店家為準,依消費或免費,,,https://maps.app.goo.gl/?q=%E8%B2%93%E7%A9%BA%E7%BA%9C%E8%BB%8A,https://cdn.fontrip.com/fontour/file/show/RBmrl/1200.jpg
臺北市立動物園（木柵）,spot,台北,文山區,全齡向動物園區,動物園,親子,教育,,依場館或店家為準,依消費或免費,,,https://maps.app.goo.gl/?q=%E8%87%BA%E5%8C%97%E5%B8%82%E7%AB%8B%E5%8B%95%E7%89%A9%E5%9C%92%EF%BC%88%E6%9C%A8%E6%9F%B5%EF%BC%89,https://museums.moc.gov.tw/Upload/FrontPhoto/233c8359-fe34-4c45-b87e-83b2498a421d.jpg
指南宮,spot,台北,文山區,山腰宮殿式廟宇與步道,宗教,觀景,步道,,依場館或店家為準,依消費或免費,,,https://maps.app.goo.gl/?q=%E6%8C%87%E5%8D%97%E5%AE%AE,https://www.chih-nan-temple.org/upload_files/web/uploadfile/2022101816/original/221018165107884426.jpg
政大校園,walk,台北,文山區,山城校園與人文氣息,校園,散步,,,依場館或店家為準,依消費或免費,,,https://maps.app.goo.gl/?q=%E6%94%BF%E5%A4%A7%E6%A0%A1%E5%9C%92,https://www.nccu.edu.tw/var/file/0/1000/pictures/751/part_16168_1998845_40384.jpg
貓空茶園,cafe,台北,文山區,茶餐與觀景步道,茶屋,景觀,美食,,依場館或店家為準,依消費或免費,,,https://maps.app.goo.gl/?q=%E8%B2%93%E7%A9%BA%E8%8C%B6%E5%9C%92,https://static.styletc.com/images/cover/6/104806/md-ad2f1ac1e877d7728997e0a6dff2c9ce.jpg
仙跡岩步道,walk,台北,文山區,近郊親民步道,登山,自然,戶外,,依場館或店家為準,依消費或免費,,,https://maps.app.goo.gl/?q=%E4%BB%99%E8%B7%A1%E5%B2%A9%E6%AD%A5%E9%81%93,https://assets.hikingbook.net/users/0q4b4lqfr99czlvuxda85kq/tiw0lvy1ssumj64ivya1kg/1e7f92a9-3104-4bb0-b477-396787f6802e.jpg
景美夜市,cafe,台北,文山區,在地人氣夜市,夜市,小吃,在地,,依場館或店家為準,依消費或免費,,,https://maps.app.goo.gl/?q=%E6%99%AF%E7%BE%8E%E5%A4%9C%E5%B8%82,https://www-ws.gov.taipei/Download.ashx?u=LzAwMS9VcGxvYWQvNDA5L2NrZmlsZS84NzQ2MDNiZC05ZDYxLTRkNDgtOTRjMi1lYTFmOGZkMTQyNGEuanBn&n=MSDpppblnJYuanBn&icon=.jpg
景美人權文化園區,spot,台北,文山區,人權史主題園區,歷史,文化,,,依場館或店家為準,依消費或免費,,,https://maps.app.goo.gl/?q=%E6%99%AF%E7%BE%8E%E4%BA%BA%E6%AC%8A%E6%96%87%E5%8C%96%E5%9C%92%E5%8D%80,https://newtaipei.travel/content/images/attractions/66720/1920x1080_attractions-image-jwelhu5-mksrethmholr6w.jpg
政治大學周邊小吃街,cafe,台北,文山區,學生美食聚集,美食,平價,,,依場館或店家為準,依消費或免費,,,https://maps.app.goo.gl/?q=%E6%94%BF%E6%B2%BB%E5%A4%A7%E5%AD%B8%E5%91%A8%E9%82%8A%E5%B0%8F%E5%90%83%E8%A1%97,https://www.cmmedia.com.tw/file/54961/1632386463_100106_cropped_63_1632386423_100106_DSC_4412.JPG
樟山寺步道,walk,台北,文山區,茶園串聯的景觀步道,步道,景觀,自然,,依場館或店家為準,依消費或免費,,,https://maps.app.goo.gl/?q=%E6%A8%9F%E5%B1%B1%E5%AF%BA%E6%AD%A5%E9%81%93,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/%E6%A8%9F%E5%B1%B1%E5%AF%BA%E6%AD%A5%E9%81%93%E5%85%A5%E5%8F%A3.JPG/1200px-%E6%A8%9F%E5%B1%B1%E5%AF%BA%E6%AD%A5%E9%81%93%E5%85%A5%E5%8F%A3.JPG
象山六巨石觀景點,walk,台北,信義區,象山步道支線的熱門打卡點，近距離眺望台北101天際線,夜景,登山,拍照,,全天開放,免費,,,[https://www.google.com/maps/search/?api=1&query=象山六巨石觀景點](https://www.google.com/maps/search/?api=1&query=象山六巨石觀景點),https://www.travel.taipei/image/222131/?r=1637654105614
松德公園,walk,台北,信義區,社區綠地與親子遊具，午後散步的清幽角落,公園,親子,散步,,05:00–22:00（以現場公告為準）,免費,,,[https://www.google.com/maps/search/?api=1&query=松德公園](https://www.google.com/maps/search/?api=1&query=松德公園),https://nienie.tw/wp-content/uploads/2023/05/%E5%8F%B0%E5%8C%97%E5%B8%82%E5%85%AC%E5%9C%92%EF%BD%9C%E4%BF%A1%E7%BE%A9%E5%8D%80%E5%85%92%E7%AB%A5%E5%85%AC%E5%9C%92%EF%BD%9C%E6%9D%BE%E5%BE%B7%E5%85%AC%E5%9C%92101%E9%99%84%E8%BF%91%E5%B8%82%E4%B8%AD%E5%BF%83%E7%9A%84%E6%A3%AE%E6%9E%97%E9%81%8A%E6%88%B2%E5%A0%B4-4838.jpg
象山永春崗公園天空步道,walk,台北,信義區,木棧道穿梭樹梢，俯瞰信義區街景,步道,景觀,自然,,全天開放,免費,,,[https://www.google.com/maps/search/?api=1&query=永春崗公園](https://www.google.com/maps/search/?api=1&query=永春崗公園),https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/9f/16/1d/caption.jpg?w=900&h=500&s=1
和平公園（大安）,walk,台北,大安區,鄰近師大商圈的社區公園，跑步散步友善,公園,運動,散步,,05:00–22:00（以現場公告為準）,免費,,,[https://www.google.com/maps/search/?api=1&query=和平公園](https://www.google.com/maps/search/?api=1&query=和平公園) 大安,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npG8KtqAek0jooSL0rhGa1S_ng6ifB9TVc7WWnMgerI1tlAgDtiQVYJgMHforc1mcxrhv-huXOLA977q_JW5EwI7r4X95ahp1DpeRtOATMoVNzT0GXchBRZoApjz5BS9xc3xeTR=w426-h240-k-no
溫州街書店群,cafe,台北,大安區,巷弄間的獨立書店與咖啡館聚落，文青漫遊路線,文青,咖啡,書店,,依店家為準,依消費,,,[https://maps.app.goo.gl/Brrr5FoUdSgTm3me8) ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRoEV3VRkb3_lzcK1MfsjiE566fl9GKWqlY0HfdaMqDEHosRPo3umieZWosSUKva5sXiFQ&usqp=CAU
北門（承恩門）,spot,台北,中正區,清代城門古蹟，周邊行人友善廣場適合拍照,歷史,地標,拍照,,戶外全天；城門內部開放依公告,免費,,,[https://www.google.com/maps/search/?api=1&query=北門](https://www.google.com/maps/search/?api=1&query=北門) 承恩門,https://www.travel.taipei/content/images/attractions/64135/1024x768_attractions-image-exedjfnp7kw36fypet9puw.jpg
臺博館鐵道部園區,spot,台北,中正區,日式辦公廳舍修復，展示鐵道文化與城市記憶,博物館,鐵道,歷史,,依館方公告,依票價或免費日,,,[https://www.google.com/maps/search/?api=1&query=臺博館](https://www.google.com/maps/search/?api=1&query=臺博館) 鐵道部園區,https://www.wowlavie.com/files/article/a1/18116/atl_m_200018116_341.jpg
古亭河濱公園,walk,台北,中正區,特定季節有壯觀的花海可以欣賞,綠道,散步,社區,,全天開放,免費,,,https://maps.app.goo.gl/YFdSSCabozA7t7o56,https://www.travel.taipei/image/442016/?r=1705456298557
延三夜市,cafe,台北,大同區,在地口味小吃聚集的老字號夜市,夜市,小吃,在地,,傍晚至深夜（依店家）,依消費,,,[https://www.google.com/maps/search/?api=1&query=延三夜市](https://www.google.com/maps/search/?api=1&query=延三夜市),https://beri.tw/wp-content/uploads/2023/04/tepan-7.jpg
台北當代藝術館（MOCA）,spot,台北,大同區,歷史校舍改建，展出當代藝術與策展,藝術,展覽,建築,,依館方公告（週一休）,依票價或免費日,,,[https://www.google.com/maps/search/?api=1&query=台北當代藝術館](https://www.google.com/maps/search/?api=1&query=台北當代藝術館),https://d3d9mb8xdsbq52.cloudfront.net/s3/210224/180708udv.jpg
太原商圈布市巷弄,cafe,台北,大同區,布行與手作材料店密集，也有隱藏小吃,布料,手作,在地,,依店家為準,依消費,,,[https://www.google.com/maps/search/?api=1&query=太原路](https://www.google.com/maps/search/?api=1&query=太原路) 布市,https://cdn.walkerland.com.tw/taipeiwalker/master/images/RpwcN3Sm9GdMv4HJmmnYqLOtgwKtkeNqaei7A6Yv.jpg
晴光公園,walk,台北,中山區,周邊有晴光商圈聚集很多美食，可以買一些小吃到公園品嘗,老屋,散步,拍照,,戶外全天；開放空間依公告,免費,,,https://maps.app.goo.gl/JNv8JichqWtkk2pR6,https://ppfcc.org/wp-content/uploads/2023/07/20230701_080305.jpg
行天宮地下命理街,spot,台北,中山區,提供各式命理、占卜服務的地下街，雨天備案好去處,命理,文化,雨天備案,,依場館公告,免費,,,[https://www.google.com/maps/search/?api=1&query=行天宮](https://www.google.com/maps/search/?api=1&query=行天宮) 書香園地,https://www.travel.taipei/content/images/attractions/89560/1024x768_attractions-image-pgbsusenq06moouxgsw9pg.jpg
濱江果菜市場,spot,台北,中山區,與魚市不同的清晨批發市場，感受城市早晨節奏,市場,在地,清晨,,清晨時段為主（依市場公告）,依消費,,,[https://www.google.com/maps/search/?api=1&query=濱江果菜市場](https://www.google.com/maps/search/?api=1&query=濱江果菜市場),https://www.travel.taipei/content/images/attractions/282246/1024x768_attractions-image-wgrdk7h4wuqsj9lbqafodq.jpg
四平陽光商圈,cafe,台北,中山區,商圈內有各種女性服飾專賣店、裝飾小物、鞋子、包包、家庭用品、童裝、精品等，也聚集許多平價餐廳及小吃，位在捷運松江南京站附近,市場,早午餐,在地,,清晨至中午為主（依店家）,依消費,,,https://maps.app.goo.gl/8J5Sh1NyRTzV1a8o9,https://www.travel.taipei/content/images/attractions/176898/1024x768_attractions-image-czxforu7ykcvpawwymzaqw.jpg
觀山河濱公園,walk,台北,松山區,這座河濱公園可遠眺民權大橋，設有景觀花園、自行車道和運動區。,河濱,運動,夕陽,,全天開放（夜間照明依公園處）,免費,,,https://maps.app.goo.gl/8W6EeZC6YTqcYTUR8,https://cdntwrunning.biji.co/600_8f094e8d6d80282a97afc941ecd4dea4.jpg
剝皮寮旁艋舺青山宮市集巷,cafe,台北,萬華區,廟埕周邊小吃老店與文創攤位不定期出現,廟埕,小吃,在地,,依活動與店家為準,依消費,,,[https://www.google.com/maps/search/?api=1&query=艋舺青山宮](https://www.google.com/maps/search/?api=1&query=艋舺青山宮),https://www.travel.taipei/content/images/attractions/64010/1024x768_attractions-image-f43jwlsksuugbs-gbock9a.jpg
和平青草園,walk,台北,萬華區,有少見的船擺盪鞦韆、網美系月亮鞦韆及大型木造攀爬設施，加上人工草皮、木屑鋪面及遮陽措施，很適合帶孩子來放風玩樂！,公園,親子,散步,,05:00–22:00（以現場公告為準）,免費,,,https://maps.app.goo.gl/Az5DMhXRoQH7SYsS8,https://www-ws.gov.taipei/Download.ashx?u=LzAwMS9VcGxvYWQvMzQ4L2NrZmlsZS9jZjc0NWIyNC0yZWM2LTQ1YTktOGVmOS0zY2MxZTg0NTJlMjguanBn&n=5YWo5pmvcy5qcGc%3D&icon=.jpg
東三水街-新富市場,cafe,台北,萬華區,傳統市場的生活風景，早餐選擇豐富,市場,早餐,在地,,清晨至中午（多數攤商）,依消費,,,[https://www.google.com/maps/search/?api=1&query=東三水街市場](https://www.google.com/maps/search/?api=1&query=東三水街市場),https://yuki.tw/wp-content/uploads/2024/08/20240827095653_0_3c03e0.jpg
芝山文化生態綠園,walk,台北,士林區,都市中的自然教室，保留原始林相與步道,生態,步道,教育,,依園區公告（週一休）,依票價或免費日,,,[https://www.google.com/maps/search/?api=1&query=芝山文化生態綠園](https://www.google.com/maps/search/?api=1&query=芝山文化生態綠園),https://www.17life.com/Images/imagesU/5/5a5ee91d-f7ad-4a09-8b47-5728d339299f/%E5%9C%92%E5%8D%80%E7%85%A7%E7%89%8701.JPG?1659349573
天母運動公園,walk,台北,士林區,棒球場周邊的公園，假日常見親子運動,河濱,運動,親子,,全天開放（球場依預約）,免費（設施另計）,,,https://maps.app.goo.gl/sggenwz67DgtmGfa7,https://www.travel.taipei/content/images/attractions/191148/1024x768_attractions-image-zpo5fpurkkey4cgrnav2kg.jpg
蘭雅1號公園,walk,台北,士林區,有遊戲場的社區公園,公園,季節,野餐,,05:00–22:00（以現場公告為準）,免費,,,https://maps.app.goo.gl/fYj8FkR3wL3dGQkh7,https://parks.gov.taipei/parks/images/C1-1.jpg
瀧乃湯溫泉（舊北投）,spot,台北,北投區,老字號公共湯屋，感受北投最在地的溫泉文化,溫泉,在地,放鬆,,依店家公告,依票價,,,[https://www.google.com/maps/search/?api=1&query=瀧乃湯](https://www.google.com/maps/search/?api=1&query=瀧乃湯) 北投,https://www.wowlavie.com/files/article/a1/10176/atl_m_180010176_871.jpg
復興崗鐵道園區,walk,台北,北投區,可以在天橋上拍照，欣賞鐵道園區的景色，黃昏時分還能看到夕陽西下的美景,河濱,夕陽,拍照,,全天開放,免費,,,[https://www.google.com/maps/search/?api=1&query=復興崗](https://www.google.com/maps/search/?api=1&query=復興崗) 河濱 觀景平台,https://i0.wp.com/yogiiilovestea.com/wp-content/uploads/2022/07/20220717223607_75-1000x595.jpg
北投中心新村（眷村文化園區）,spot,台北,北投區,眷村聚落保存與展覽，漫步老屋巷弄,眷村,歷史,展覽,,依園區公告,免費或依票價,,,[https://www.google.com/maps/search/?api=1&query=北投](https://www.google.com/maps/search/?api=1&query=北投) 中心新村,https://www-ws.gov.taipei/001/Upload/686/relpic/45246/119055/0a967f46-4007-4a8f-96f9-914ce270468a.jpg
大溝溪生態治水園區,walk,台北,內湖區,濕地與滯洪池結合的自然步道，四季各有景緻,生態,步道,親子,,全天開放,免費,,,[https://www.google.com/maps/search/?api=1&query=大溝溪](https://www.google.com/maps/search/?api=1&query=大溝溪) 生態治水園區,https://s.yimg.com/ny/api/res/1.2/gFR1VdMsaegTQuhH8JQhuw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTY0MDtoPTQyNw--/https://media.zenfs.com/ko/newtalk.tw/d86eaed80902bba246be6030b0663aec
碧山露營場空中廊道觀景台,walk,台北,內湖區,碧山露營場中的絕美S型吊橋,夜景,拍照,城市,,全天開放（注意安全）,免費,,,https://maps.app.goo.gl/4frF2Cq2CpW7CCt27,https://obs.line-scdn.net/0huHsfskO0KmdOHzkBKPdVMHdJJhZ9bSxvN2c3Bm8fcgcxK3FkdHBtHW4ddwd_J2tjd2U2VmwcJFJhKDphdn8
湖光市場,cafe,台北,內湖區,早市補給＋旁邊公園休憩，一日輕旅行起點,市場,早午餐,公園,,市場清晨至中午；公園全天,依消費／免費,,,https://maps.app.goo.gl/GXTLApeSDxbAYRkX9,https://www.cityyeast.com/userfiles/image/2015/workshop/Taiwan_Traditional_Market_MaD/Taiwan_Traditional_Market_MaD_3.jpg
四獸山虎山峰稜線,walk,台北,南港區,相對冷門的稜線視野，能遠眺基隆河谷,登山,景觀,戶外,,全天開放（注意天候）,免費,,,[https://www.google.com/maps/search/?api=1&query=四獸山](https://www.google.com/maps/search/?api=1&query=四獸山) 虎山峰 稜線,https://g.udn.com.tw/upfiles/B_SA/sabrinaleong/PSN_PHOTO/947/f_27451947_1.JPG
成美右岸河濱（南港段）,walk,台北,南港區,河濱散步看飛機與夕陽，連接松山機場航道視角,河濱,夕陽,飛機,,全天開放,免費,,,[https://www.google.com/maps/search/?api=1&query=成美右岸](https://www.google.com/maps/search/?api=1&query=成美右岸) 南港,https://www.travel.taipei/content/images/attractions/181498/1024x768_attractions-image-jfkoebavseq4vtkwicy7ka.jpg
南港茶葉製造示範場,spot,台北,南港區,保留茶業文化的歷史建物，不定期展覽活動,茶業,歷史,文化,,依場館公告,免費或依票價,,,[https://www.google.com/maps/search/?api=1&query=南港](https://www.google.com/maps/search/?api=1&query=南港) 茶葉製造示範場,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/4a/36/d2/getlstd-property-photo.jpg?w=1200&h=-1&s=1
木柵貓空樟樹步道,walk,台北,文山區,茶園之間的林蔭步道，串連多處觀景台,步道,茶園,景觀,,全天開放,免費,,,[https://www.google.com/maps/search/?api=1&query=樟樹步道](https://www.google.com/maps/search/?api=1&query=樟樹步道) 貓空,https://www.travel.taipei/content/images/attractions/492027/1920x1080_attractions-image-lnyspdl0teqarvfhubxe6g.jpg
景美溪河濱（萬慶橋至文山段）,walk,台北,文山區,沿溪平坦好走，適合黃昏散步與單車,河濱,單車,夕陽,,全天開放（夜間照明依公園處）,免費,,,[https://www.google.com/maps/search/?api=1&query=景美溪](https://www.google.com/maps/search/?api=1&query=景美溪) 河濱 文山,https://www.travel.taipei/image/220841/?r=1636507975044
文山森林公園,walk,台北,文山區,社區運動設施完善，親子放電首選,親子,運動,公園,,05:00–22:00（以現場公告為準）,免費,,,https://maps.app.goo.gl/LKMQCi9RKJxVtwKx7,https://bucket-image.inkmaginecms.com/version/social/1/image/2025/05/09f40f6a-32b7-47e4-bdbc-dad75ee11f82.jpg
